Unique_Investment_Identifier,Business_Case ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Agency_Project_ID,Project_Name,Duration_Year,Project_Status,Start_Date,Completion_Date,Planned_Project_Completion_Date,Projected_Actual_Project_Completion_Date,Schedule_Variance,Schedule_Variance,Lifecycle_Cost,Planned_Cost,Projected_Actual_Cost,Cost_Variance,Cost_Variance,Updated_Date,Updated_Time,Unique_Project_ID
422-999991361,454,422,National Science Foundation,Research.gov,1608,3923,Preparation for iTRAK Migration (R.Gov),2,onTime,2011-01-10T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,2.368,2.368,2.276,0.092,3.89,2012-08-30T00:00:00Z,08:35:47,3923
018-000003116,849,18,Department of Education,Central Processing System (CPS),1609,,CY 6 CPS annual release,1,onTime,2011-01-02T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,0,0,2.632703,2.632703,2.523179,0.109524,4.16,2012-08-21T00:00:00Z,16:43:50,2011-1
018-000003116,849,18,Department of Education,Central Processing System (CPS),1610,,CY 7 CPS Annual Relase,1,onTime,2012-01-02T00:00:00Z,2013-06-30T00:00:00Z,,,0,0,2.292,2.291992,2.294992,-0.003,-0.13,2012-06-26T00:00:00Z,09:51:07,2012-1
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1611,,New Award Year Setup Release 11.0,1,delay,2011-01-04T00:00:00Z,2012-06-04T00:00:00Z,2012-06-04T00:00:00Z,2012-08-06T00:00:00Z,-63,-16.98,6.214,6.214,6.215,-0.001,-0.02,2012-06-26T00:00:00Z,15:56:38,1
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1612,,New Award Year Release 11.0 System Enhancements,0,delay,2011-04-04T00:00:00Z,2012-03-21T00:00:00Z,2012-02-03T00:00:00Z,2012-03-15T00:00:00Z,-13,-3.9,2.5,2.5,2.5,0,0,2012-06-26T00:00:00Z,15:56:38,2
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1613,,New Award Year Setup Release 12.0,0,delay,2012-03-26T00:00:00Z,2013-03-22T00:00:00Z,,,-84,-23.27,6.466,6.466,6.466,0,0,2012-06-26T00:00:00Z,15:56:38,3
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1614,,New Award Year Release 12.0 System Enhancements,1,onTime,2012-04-04T00:00:00Z,2013-05-26T00:00:00Z,,,0,0,2.5,2.5,2.5,0,0,2012-06-26T00:00:00Z,15:56:38,4
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1615,,COD Start Up Costs,0,onTime,2012-06-15T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,5,5,5,0,0,2011-09-23T00:00:00Z,13:05:11,5
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1616,,Procurement Licenses,0,delay,2012-01-03T00:00:00Z,2012-08-30T00:00:00Z,,,-1,-0.55,9.5,9.5,9.5,0,0,2011-09-23T00:00:00Z,13:05:11,6
018-000001018,820,18,Department of Education,ED Web,1617,,Application O&M cost on a 3 year cycle: 2010-2012,4,onTime,2009-01-10T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,4.460662,3.30144,3.30144,0,0,2012-05-22T00:00:00Z,05:58:09,1
018-000001018,820,18,Department of Education,ED Web,1618,,Web 2.0 Infrastructure O&M on a 5 year cycle 2010 - 2014,5,onTime,2009-09-25T00:00:00Z,2014-09-24T00:00:00Z,,,0,0,8.943187,1.521721,1.719277,-0.197556,-12.98,2012-05-22T00:00:00Z,05:58:09,3
018-000001018,820,18,Department of Education,ED Web,1619,,Enhancement Subtasks to the ED.gov website,3,delay,2010-09-23T00:00:00Z,2013-09-22T00:00:00Z,,,-6,-1.07,0.572452,0.572452,0.818835,-0.246383,-43.04,2012-07-26T00:00:00Z,11:21:45,4
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1620,17190,PROJ: ITI MSSS UnisysBridge,2,onTime,2010-09-14T00:00:00Z,2012-12-14T00:00:00Z,2012-12-14T00:00:00Z,2012-12-14T00:00:00Z,0,0,8.028,8.028,8.028,0,0,2012-07-31T00:00:00Z,09:24:07,17190
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1621,17191,PROJ: ITI MSSS Hosting,8,onTime,2010-09-14T00:00:00Z,2018-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,53.1308,12.2758,12.2758,0,0,2012-07-31T00:00:00Z,09:24:07,17191
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1622,17192,PROJ: ITI MSSS MigrateSybase,8,onTime,2010-04-08T00:00:00Z,2018-09-28T00:00:00Z,,,0,0,3.2197,3.0034,3.0033,1.00E-04,0,2012-07-31T00:00:00Z,09:24:07,17192
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1623,29472,PROJ: Wireless Modernization,0,delay,2011-10-01T00:00:00Z,2012-09-28T00:00:00Z,,,-225,-45.27,0.38,0.38,0.3934,-0.0134,-3.53,2012-08-31T00:00:00Z,07:52:09,29472
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1624,29473,PROJ: Domain Authentication,1,delay,2011-04-15T00:00:00Z,2012-04-20T00:00:00Z,2012-04-20T00:00:00Z,2012-09-17T00:00:00Z,-150,-40.43,0.3,0.1162,0.1162,0,0,2012-08-31T00:00:00Z,07:52:09,29473
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1625,29474,PROJ: Data Center Consolidation,3,onTime,2011-08-08T00:00:00Z,2014-12-31T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,15.1,0.2625,0.2625,0,0,2012-02-29T00:00:00Z,09:34:13,29474
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1627,29772,PROJ: Mobility Applications FY 2012 DME,2,delay,2011-03-10T00:00:00Z,2013-09-30T00:00:00Z,,,-120,-39.74,3.4,0.5449,0.5449,0,0,2012-08-31T00:00:00Z,07:52:09,29772
028-000007008,1098,28,Small Business Administration,OCIO: IT Infrastructure,1628,29780,PROJ: Backup Consolidation - FY12,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,0.5,0.5,0.5,0,0,2012-05-31T00:00:00Z,11:03:01,29780
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1629,,Enrollment Reengineering and GE Data Collection,1,onTime,2011-03-10T00:00:00Z,2012-07-13T00:00:00Z,2012-07-13T00:00:00Z,2012-07-13T00:00:00Z,0,0,1.173,1.173,1.173,0,0,2012-08-24T00:00:00Z,11:08:18,1
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1630,,AIMS Implementation,0,advance,2011-02-08T00:00:00Z,2012-01-31T00:00:00Z,2011-12-20T00:00:00Z,2011-12-18T00:00:00Z,2,1.43,0.367,0.241,0.239,0.002,0.83,2012-01-30T00:00:00Z,11:10:35,2
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1631,,Not For Profit Data Providers,1,onTime,2011-07-15T00:00:00Z,2012-12-31T00:00:00Z,2012-02-15T00:00:00Z,2012-02-15T00:00:00Z,0,0,0.036,0.036,0.024,0.012,33.33,2012-04-30T00:00:00Z,17:20:22,3
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1632,,Data Provider Onboarding,0,delay,2011-09-26T00:00:00Z,2012-01-06T00:00:00Z,2012-01-06T00:00:00Z,2012-06-25T00:00:00Z,-24,-9.64,0.404,0.404,0.352,0.052,12.87,2012-08-24T00:00:00Z,11:08:18,4
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1633,,Person Data Model Restructuring,0,delay,2011-09-26T00:00:00Z,2012-03-31T00:00:00Z,,,-153,-81.82,0.503,0.503,0.503,0,0,2012-01-30T00:00:00Z,11:10:35,5
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1634,,Cohort Default Rate Changes,0,delay,2012-06-15T00:00:00Z,2013-02-28T00:00:00Z,,,-1,-0.39,1.3,1.3,1.3,0,0,2012-08-24T00:00:00Z,11:08:18,6
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1635,,New Regulatory Metrics,1,advance,2011-04-25T00:00:00Z,2012-12-15T00:00:00Z,2012-12-15T00:00:00Z,2012-09-24T00:00:00Z,82,13.67,2.03,2.03,2.529,-0.499,-24.58,2012-06-28T00:00:00Z,04:56:53,7
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1636,,Tech Assessment,0,delay,2011-09-26T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,2012-08-31T00:00:00Z,-62,-22.3,0.051,0.051,0.023,0.028,54.9,2012-06-28T00:00:00Z,04:56:53,8
024-000003015,319,24,Department of Homeland Security,USCIS - Transformation,1637,173219,Core Account and Case Management,3,onTime,2010-01-07T00:00:00Z,2013-07-31T00:00:00Z,2013-07-31T00:00:00Z,2013-07-31T00:00:00Z,0,0,756.28,756.28,654.996,101.284,13.39,2012-07-27T00:00:00Z,14:26:21,1
014-000000029,742,14,Department of State,Global Foreign Affairs Compensation System (GFACS),1638,,GFACS Payroll,5,onTime,2009-01-10T00:00:00Z,2014-09-30T00:00:00Z,,,0,0,60.767,39.074,41.038864,-1.964864,-5.03,2012-08-31T00:00:00Z,09:09:03,5
014-000000029,742,14,Department of State,Global Foreign Affairs Compensation System (GFACS),1639,,GFACS T&A,4,onTime,2011-01-01T00:00:00Z,2015-09-30T00:00:00Z,,,0,0,25.65,13.025,12.817728,0.207272,1.59,2011-11-30T00:00:00Z,14:04:25,7
024-000009104,135,24,Department of Homeland Security,A&O - Common Operational Picture (COP),1644,178024,DHS COP Infrastructure deployment @ DHS Data Center 2,0,advance,2011-02-02T00:00:00Z,2011-12-15T00:00:00Z,2011-02-12T00:00:00Z,2011-01-12T00:00:00Z,1,0.41,0.5,0.5,0.595,-0.095,-19,2012-04-30T00:00:00Z,09:25:20,1
024-000009104,135,24,Department of Homeland Security,A&O - Common Operational Picture (COP),1645,178021,DHS COP enhanced functionality capabilities,1,delay,2011-12-15T00:00:00Z,2012-12-15T00:00:00Z,2012-01-15T00:00:00Z,2012-02-17T00:00:00Z,-33,-106.45,2.4,0.1,0.1,0,0,2012-04-30T00:00:00Z,09:25:20,2
005-000000073,393,5,Department of Agriculture,AgPRS - USDA Public Safety Land Mobile Radio System,1646,,AgPRS Life Cycle Replacement Project,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,,,0,0,18.4645,10.8098,10.4498,0.36,3.33,2012-06-30T00:00:00Z,14:56:42,1
005-000000073,393,5,Department of Agriculture,AgPRS - USDA Public Safety Land Mobile Radio System,1647,,AgPRS Operations and Maintenance Project,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,,,0,0,21.611,4.6095,4.47375,0.13575,2.95,2012-06-30T00:00:00Z,14:56:42,2
005-000001232,220,5,Department of Agriculture,Consolidated Financial Management Information Systems (CFMIS) #106,1648,,Ongoing maintenance of 26 financial systems within AFAO.,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,5.9004,5.9002,5.6813,0.2189,3.71,2012-01-08T00:00:00Z,13:21:48,AFAOFY1201
005-000001232,220,5,Department of Agriculture,Consolidated Financial Management Information Systems (CFMIS) #106,1649,,Maintenance support for FMMI Readiness.,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,2.306,2.3053,2.1889,0.1164,5.05,2012-01-08T00:00:00Z,13:21:48,AFAOFY1202
005-000001234,221,5,Department of Agriculture,Consolidated General Sales Manager (CGSM) #107,1650,,APLUS Operations and Maintenance,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.795,0.379,0.24,0.139,36.68,2012-05-31T00:00:00Z,14:20:42,APLUS-001
005-000001234,221,5,Department of Agriculture,Consolidated General Sales Manager (CGSM) #107,1651,,GSM Operations and Maintenance,8,onTime,2004-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.404,1.109,1.113,-0.004,-0.36,2012-05-31T00:00:00Z,14:20:42,GSM-001
005-000001234,221,5,Department of Agriculture,Consolidated General Sales Manager (CGSM) #107,1652,,GSM Migration,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.451,1.451,1.21,0.241,16.61,2012-01-08T00:00:00Z,13:21:51,GSM-002
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1653,,NAIP 2011,2,onTime,2010-01-10T00:00:00Z,2012-10-31T00:00:00Z,2012-10-31T00:00:00Z,2012-10-31T00:00:00Z,0,0,17.35,16.43,12.43,4,24.35,2012-02-28T00:00:00Z,14:24:21,1
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1654,,NAIP 2012,2,onTime,2011-03-10T00:00:00Z,2013-10-31T00:00:00Z,,,0,0,17.35,0.92,0,0.92,100,2012-05-31T00:00:00Z,14:21:22,2
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1655,,Support Services 2011,1,onTime,2010-01-12T00:00:00Z,2011-11-30T00:00:00Z,2011-11-30T00:00:00Z,2011-11-30T00:00:00Z,0,0,2.2,2.2,2.12855,0.07145,3.25,2012-02-28T00:00:00Z,14:24:21,3
005-000000054,271,5,Department of Agriculture,Geographic Information System  (GIS) #84,1656,,Support Services 2012,1,onTime,2011-01-12T00:00:00Z,2012-11-30T00:00:00Z,2012-11-30T00:00:00Z,2012-11-30T00:00:00Z,0,0,2.4,2.4,0,2.4,100,2012-06-30T00:00:00Z,14:57:55,4
005-000000064,246,5,Department of Agriculture,RMA-01  Financial Management Systems (FMS),1657,,"Hosting Apportionment, maintenance and software fixes",1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1947,1947,1947.5,-0.5,-0.03,2012-01-08T00:00:00Z,13:23:39,FMS-01
005-000000067,247,5,Department of Agriculture,RMA-02  Corporate Insurance Information Systems (CIIS),1665,,CIIS Hosting Maintenance and Operations,2,onTime,2010-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,6119,6119,6118.99986,1.40E-04,0,2012-01-08T00:00:00Z,13:23:42,CIIS-04
006-000003213,694,6,Department of Commerce,NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1666,,IT Refresh,1,onTime,2011-08-15T00:00:00Z,2012-09-30T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,0.275,0.275,0.285,-0.01,-3.64,2012-06-29T00:00:00Z,07:36:26,321311M001
006-000003213,694,6,Department of Commerce,NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1667,,FY12 Product and Processing Deployment to Operations,1,delay,2011-04-16T00:00:00Z,2012-09-30T00:00:00Z,,,-93,-25.76,0.606,0.606,0.605,0.001,0.17,2012-08-16T00:00:00Z,10:27:33,321311M002
006-000003213,694,6,Department of Commerce,NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1668,,Scheduler Replacement Phase I,0,advance,2011-01-09T00:00:00Z,2011-11-30T00:00:00Z,2011-11-15T00:00:00Z,2011-11-14T00:00:00Z,1,1.64,0.0075,0.0075,0.07,-0.0625,-833.33,2012-01-30T00:00:00Z,12:09:16,321311M003
020-000013015,412,20,Environmental Protection Agency,SEMS - Superfund Enterprise Management System,1671,,SEMS-Support,2,onTime,2011-06-14T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,4.376594,2.307025,2.503797,-0.196772,-8.53,2012-08-28T00:00:00Z,12:27:46,13015-A
020-000013015,412,20,Environmental Protection Agency,SEMS - Superfund Enterprise Management System,1672,,NCC Support (IT Infrastructure),2,onTime,2011-01-10T00:00:00Z,2013-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,6.914,2.822001,2.822001,0,0,2011-01-11T00:00:00Z,04:57:53,13015-B
020-000013015,412,20,Environmental Protection Agency,SEMS - Superfund Enterprise Management System,1673,,SEMS (DME),2,onTime,2011-01-10T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,5.287114,4.630506,4.944503,-0.313997,-6.78,2012-08-28T00:00:00Z,12:27:46,13015-C
014-000000014,730,14,Department of State,Travel Manager Program,1674,,e-Gov Travel Service (ETS1) DME,2,delay,2009-01-10T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2012-05-31T00:00:00Z,-336,-92.31,5.624,2.7235,3.304529,-0.581029,-21.33,2012-08-31T00:00:00Z,09:21:18,3
014-000000014,730,14,Department of State,Travel Manager Program,1675,,Contingency to support the e-Gov Travel Service II (ETS2) initiative,0,onTime,2011-01-01T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.194,0.193375,0.08308,0.110295,57.04,2012-08-31T00:00:00Z,09:21:18,4
005-000001870,225,5,Department of Agriculture,Farm Program Modernization (MIDAS) #097,1676,,Initial Operating Capability (IOC) Deployment,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,119098.812,119.099001,122.218486,-3.119485,-2.62,2012-02-28T00:00:00Z,11:25:27,1
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,1677,,Obligation Tagging (Phase 1),0,advance,2011-08-29T00:00:00Z,2012-04-20T00:00:00Z,2012-04-20T00:00:00Z,2012-04-17T00:00:00Z,3,1.28,0.33,0.33,0.33,0,0,2012-06-27T00:00:00Z,12:29:36,1
184-000000005,12,184,U.S. Agency for International Development,Phoenix - Financial Management System,1683,,Preliminary Planning for Phoenix Upgrade,1,delay,2011-01-12T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,2012-08-31T00:00:00Z,-62,-29.25,0.048,0.048,0.048,0,0,2012-07-27T00:00:00Z,08:35:03,7
005-000001729,226,5,Department of Agriculture,"FAS Infrastructure, Office Automation, and Telecommunications (IOAT)",1684,,AGxEDCx,1,delay,2011-07-20T00:00:00Z,2012-07-19T00:00:00Z,,,-92,-37.86,7.276,7.276,7.276,0,0,2011-12-28T00:00:00Z,09:29:28,1
005-000001729,226,5,Department of Agriculture,"FAS Infrastructure, Office Automation, and Telecommunications (IOAT)",1685,,O&M,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,16.248,16.248,16.248,0,0,2011-12-28T00:00:00Z,09:29:28,2
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1686,,Data Centers - Agency Availability and DR Capacity Buildout: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.540347,0.540347,0.540347,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-DC-01
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1687,,Data Centers - Web Farm Hardware Refresh: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.835822,0.835822,0.835822,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-DC-03
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1688,,Data Centers - Web Farm Hardware Refresh: Acquisition Phase 1,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,2.163072,2.163072,2.163072,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-DC-04
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1689,,Enterprise Management - Network Capacity and Performance Monitoring: Acquisition,0,onTime,2012-01-08T00:00:00Z,2012-11-30T00:00:00Z,,,0,0,0.108154,0.108154,0.108154,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EM-01
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1690,,Enterprise Management - NOC: Planning,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,0.689479,0.689479,0.689479,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EM-03
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1691,,Enterprise Management - ITSM: Acquisition - Phase 1,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,1.622304,1.622304,1.622304,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EM-09
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1692,,Enterprise Management - Perimeter Security: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.627291,0.627291,0.627291,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EM-12
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1693,,Enterprise Management - Perimeter Security: Acquisition,0,onTime,2012-08-15T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,1.232951,1.232951,1.232951,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EM-13
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1694,,Enterprise Management - Network Access Control: Planning,0,onTime,2012-08-15T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,0.541523,0.541523,0.541523,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EM-14
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1695,,End User Devices - Thin Client: Planning,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,1.39304,1.39304,1.39304,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EU-01
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1696,,End User Devices - Enterprise User Mobility: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.182509,0.182509,0.182509,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EU-05
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1697,,End User Devices - End User Workstation Refresh: Acquisition - Phase 1,0,onTime,2012-06-15T00:00:00Z,2012-11-30T00:00:00Z,,,0,0,3.244608,3.244608,3.244608,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-EU-07
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1698,,Office Environment - Network Acceleration: Planning,0,onTime,2012-06-15T00:00:00Z,2012-09-14T00:00:00Z,,,0,0,0.144069,0.144069,0.144069,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-OF-01
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1699,,Office Environment - Network Acceleration: Acquisition - Phase 1,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,6.489216,6.489216,6.489216,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-OF-02
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1700,,Office Environment - File Service Centralization (Current Capacity): Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.115711,0.115711,0.115711,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-OF-04
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1701,,Office Environment - File Service Centralization (Current Capacity): Acquisition - Phase 1,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,0.540768,0.540768,0.540768,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-05
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1702,,Office Environment - Domain Controller Backup: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.047588,0.047588,0.047588,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-OF-08
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1703,,Office Environment - Domain Controller Backup: : Acquisition,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,0.547257,0.547257,0.547257,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-09
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1704,,Office Environment - eFax: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.146007,0.146007,0.146007,0,0,2012-01-30T00:00:00Z,11:12:21,OCE-OF-11
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1705,,Office Environment - eFax: Acquisition,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,0.146007,0.146007,0.146007,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-12
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1706,,Office Environment - Managed Print Services: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.743556,0.743556,0.743556,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-13
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1707,,Office Environment - Alternative Network Connectivity: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.005408,0.005408,0.005408,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-15
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1708,,Office Environment - Alternative Network Connectivity: Acquisition,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,0.048669,0.048669,0.048669,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-16
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1709,,Office Environment - Network Device Refresh: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,2.858292,2.858292,2.858292,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-17
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1710,,Office Environment - Network Device Refresh: Acquisition - Phase 1,0,onTime,2012-06-15T00:00:00Z,2012-12-31T00:00:00Z,,,0,0,12.659379,12.659379,12.659379,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-18
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1711,,Office Environment - Optimized Telephony: Planning,0,onTime,2012-06-15T00:00:00Z,2012-12-14T00:00:00Z,,,0,0,0.636808,0.636808,0.636808,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-22
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1712,,Office Environment - Optimized Telephony: Acquisition - Phase 1,0,onTime,2012-08-15T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,2.947186,2.947186,2.947186,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-23
005-000002321,243,5,Department of Agriculture,Optimized Computing Environment (OCE),1713,,Office Environment - Domain Controller Refresh: Acquisition,1,onTime,2012-01-08T00:00:00Z,2013-01-31T00:00:00Z,,,0,0,2.595686,2.595686,2.595686,0,0,2012-01-30T00:00:00Z,11:12:22,OCE-OF-26
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1714,,ITM Phase 3 Develop. New_11,0,delay,2011-01-08T00:00:00Z,2011-09-30T00:00:00Z,,,-336,-560,0.813,0.813,0.813,0,0,2011-09-23T00:00:00Z,15:57:23,FY11Ph3
005-000000063,249,5,Department of Agriculture,RMA-13  Emerging Information Technology Architecture (EITA),1715,,2012 support service maint_12A,1,delay,2011-01-10T00:00:00Z,2012-03-30T00:00:00Z,,,-154,-85.08,1.728,1.728,1.728,0,0,2011-09-23T00:00:00Z,15:57:23,FY12AMaint
